brand,perfume,notes
Corday,Fame,"cloves, orange blossom, tuberose, iris, gardenia, hyacinth, carnation, lily-of-the-valley, lilac, ylang-ylang, jasmine sambac, orchid, tea, tobacco, benzoin, civet, oakmoss, amber, peru balsam, vetiver, patchouli, musk, sandalwood, labdanum, tonka bean, beeswax, bergamot, ac\u00e1cia, aldehydes, lime, galbanum, honey, narcissus, spicy notes, lime (linden) blossom"
Corday,Orchid e Bleue,"orchid, rose, carnation, lemon, citruses"
Corday,Possession,"violet, carnation, iris, heliotrope, magnolia, rose, ylang-ylang, lily, jasmine, elemi, vetiver, vanilla, benzoin, oakmoss, ambergris, sandalwood, orris, cedar, patchouli, tonka bean, musk, gentiana, aldehydes, galbanum, bergamot, cloves, sage, cacao"
Corday,Rus,"hyacinth, rose, jasmine, geranium, lemon verbena, lily-of-the-valley, mimosa, iris, vetiver, labdanum, leather, galbanum, oakmoss, civet, patchouli, orris root, sandalwood, benzoin, peru balsam, citruses, green notes, petitgrain, bergamot, narcissus"
Corday,Trapeze,"gardenia, ylang-ylang, orange blossom, orris, sandalwood, musk, aldehydes, clary sage"
Corday,Zigane Tzigane,"iris, gardenia, carnation, geranium, rose, patchouli, oakmoss, cedar, sandalwood, cloves, leather, amber, musk, coumarin, bergamot, clary sage, lavender, orange blossom"
Corine de Farme,Barcelona Night,"rose, lily-of-the-valley, raspberry, musk, violet, caramel, amalfi lemon, black currant, red apple"
Corine de Farme,Camelia,"iris, jasmine, rose, musk, oak moss, virginia cedar, amber, vanille, african orange flower, galbanum, black currant"
Corine de Farme,Disney Princess Pink Toffe Dream,"vanille, caramel, big strawberry"
Corine de Farme,Douceur Nature Figue,fig
Corine de Farme,Douceur Nature The Vert,tea
Corine de Farme,Douceur Nature Vanilla,vanille
Corine de Farme,Eros Cool,"nutmeg, cardamom, eucalyptus, cypress, vetyver, musk, virginia cedar, tea, coriander, bergamot, grapefruit"
Corine de Farme,Eros Fever,"coriander, cinnamon, incense, sandalwood, tonka bean, vanille, lavender, bergamot, anise"
Corine de Farme,Eros Hot,"jasmine, rosemary, rose, violet, musk, sandalwood, vanille, cardamom, bergamot, amalfi lemon, mandarin orange"
Corine de Farme,Hannah Montana,"red berries, rose, woodsy notes, cherry, musk"
Corine de Farme,High School Musical,"lotus, orchid, musk, amber, red apple, pomegranate"
Corine de Farme,Ibiza Night,"white flowers, rose, oak moss, amber, vanille, patchouli, sandalwood, citruses, red berries"
Corine de Farme,L Homme,"jasmine, geranium, sage, nutmeg, lily-of-the-valley, musk, patchouli, amber, citruses, grapefruit, mandarin orange, virginia cedar, lavender, rosemary"
Corine de Farme,Lecon de Seduction,"rose, violet, plum, patchouli, vanille, praline, mandarin orange, cranberry, pink pepper"
Corine de Farme,Lilly,"vanilla, heliotrope, sandalwood, musk, amber, mandarin orange, jasmine"
Corine de Farme,Longboard Seaside,"water lily, amber, red apple, sandalwood, oak moss, virginia cedar, citruses, orange"
Corine de Farme,Longboard SunSet,"geranium, violet, pepper, water notes, vetyver, musk, oak moss, virginia cedar, mandarin orange, red apple, melon"
Corine de Farme,Los Angeles Night,"white flowers, rose, sandalwood, patchouli, vanille, fruity notes, red berries, peach, citruses"
Corine de Farme,M zelle Ananas Chantilly,"caramel, milk, musk, jasmine, vanille, coconut, pineapple, big strawberry"
Corine de Farme,M zelle Creme Brulee,"cinnamon, milk, guaiac wood, vanille, caramel, sugar"
Corine de Farme,M zelle Marshmallow,"peach, raspberry, musk, vanille, marshmallow"
Corine de Farme,M zelle Pomme d Amour,"amalfi lemon, coconut, musk, vanille, almond, red apple, caramel"
Corine de Farme,M zelle Speculoos,"vanille, amber, cinnamon"
Corine de Farme,M zelle Tarte Citron Meringuee,"vanille, milk, musk, amalfi lemon, orange"
Corine de Farme,M zelle Vanille Chocolat,"hazelnut, caramel, vanille, mexican chocolate, milk"
Corine de Farme,M zelle Vanille Fruits Rouges,"peach, big strawberry, violet, musk, vanille, raspberry"
Corine de Farme,M zelle Vanille Passion,"vanille, amalfi lemon, orange"
Corine de Farme,M zelle Very Vanilla,"sweet notes, patchouli, sugar, vanille, milk"
Corine de Farme,Minnie Mouse,"rose, sour cherry, musk, red berries"
Corine de Farme,Samoa,"jasmine, clove, rose, violet, amber, tonka bean, vanille, galbanum, bergamot, mandarin orange"
Corine de Farme,Tabac Spirit,"patchouli, tobacco, musk, amber, geranium, sage, bergamot"
Corine de Farme,Ternata,"vetyver, iris, ylang-ylang, patchouli, rose, magnolia, musk, amber, peach, coconut, raspberry, citruses, black currant, watermelon, pineapple, pink pepper"
Corine de Farme,Witch Corn,"big strawberry, floral notes, tonka bean, vanille, coconut, black currant, blackberry"
Corine de Farme,Witch Hay Lin,"red berries, rose, woodsy notes, musk"
Corine de Farme,Witch Irma,"peach, papaya, musk, raspberry, orange, red currant, watermelon"
Corine de Farme,Witch Taranee,"iris, vanille, fig, musk, almond, rhuburb, licorice"
Corine de Farme,Witch Will,"jasmine, peach, plum, , citruses"
Corinne Cobson,Eau de Cobson Orange Bergamot,"orange, pink pepper, mandarin orange, grapefruit, bergamot"
Corinne Cobson,Eau Fraiche Caline Vanille,vanille
Corinne Cobson,Eau Fraiche Coquine Pamplemousse,grapefruit
Corinne Cobson,Eau Fraiche Exquise Cerise,"cherry, floral notes"
Corinne Cobson,Eau Fraiche Gourmande Mangue,"floral notes, mango"
Corinne Cobson,Eau Fraiche Pimpante Melon,"melon, floral notes"
Corinne Cobson,Eau fraiche Reveuse Magnolia,"citruses, fruity notes, magnolia"
Corinne Cobson,Love Etc,"pink pepper, mandarin orange, cedar, bergamot"
Corsica Essences,Acqua Cirnella,"immortelle, rock rose, white musk, lemon, bergamot, citruses, petitgrain"
Corsica Essences,Aria Turchina,"lily-of-the-valley, rose, jasmine, iris, immortelle, cedar, vetiver, sandalwood, mandarin orange, citruses, peach, spicy notes"
Corsica Essences,Fiara Passione,"bourbon geranium, rock rose, immortelle, sandalwood, patchouli, amber, musk, woody notes, citruses, bergamot, petitgrain, lemon"
Corsica Essences,Terra Signuri a,"immortelle, myrtle, amber, musk, sandalwood, exotic woods, citruses, lemon, grapefruit, sea notes"
Costes,Costes,"woodsy notes, white pepper, musk, incense, rose, coriander, juniper, lavender, laurels"
Costes,Costes 2,"african orange flower, cinnamon, benzoin, tincture of rose, geranium, guaiac wood"
Cote Bastide,Ambre,amber
Cote Bastide,Chanvre,"musk, birch, lily-of-the-valley, rose, green notes"
Cote Bastide,Cologne,"citruses, herbal notes"
Cote Bastide,Fig Leaves,fig leaf
Cote Bastide,Fleur d Oranger,orange blossom
Cote Bastide,Old Roses,rose
Cote Bastide,Tilleul Lime Tree,"lime (linden) blossom, lime, lemon leaf, watermelon, cyclamen, hay, mimosa"
Cote Bastide,Vanilla Tea,"tea, vanilla"
Cote Bastide,Vetyver,vetiver
Cote Bastide,White Flowers,"white flowers, green notes, freesia, lily-of-the-valley, casablanca lily"
Cottage,Envolee de The Vert Green Tea Curl,"rose, apple, green tea, musk, cedar, vanilla, lemon, mandarin orange, grapefruit"
Cottage,Farandole de Violette Violet Swirl,"violet, tea, rose, vanilla, sandalwood, white musk, bergamot, raspberry leaf, red fruits"
Cottage,Malice de Fraise Strawberry Delight,"strawberry, raspberry, musk, sugar, blackberry, black currant, strawberry leaf"
Cottage,Soleil de Vanille Vanilla Sun,"vanilla, white woods, musk, benzoin, sugar, vanilla"
